MG;31;01300;Alagoa;2756;;
PB;25;00304;Alagoa Grande;28604;;
PB;25;00403;Alagoa Nova;20596;;
PB;25;00502;Alagoinha;14376;;
PE;26;00609;Alagoinha;14431;;
PI;22;00251;Alagoinha do Piauí;7515;;
BA;29;00702;Alagoinhas;155362;;
SP;35;00758;Alambari;5658;;
MG;31;01409;Albertina;3040;;
MA;21;00204;Alcântara;21667;;
CE;23;00507;Alcântaras;11391;;
PB;25;00536;Alcantil;5475;;
MS;50;00252;Alcinópolis;5114;;
BA;29;00801;Alcobaça;23331;;
MA;21;00303;Aldeias Altas;26115;;
RS;43;00307;Alecrim;6799;;
ES;32;00201;Alegre;32175;;
RS;43;00406;Alegrete;78244;;
PI;22;00277;Alegrete do Piauí;4835;;
RS;43;00455;Alegria;4085;;
MG;31;01508;Além Paraíba;35795;;
PA;15;00404;Alenquer;54960;;
RN;24;00505;Alexandria;13839;;
GO;52;00308;Alexânia;26457;;
MG;31;01607;Alfenas;79222;;
ES;32;00300;Alfredo Chaves;15029;;
SP;35;00808;Alfredo Marcondes;4118;;
MG;31;01631;Alfredo Vasconcelos;6709;;
SC;42;00705;Alfredo Wagner;9905;;
PB;25;00577;Algodão de Jandaíra;2488;;
PB;25;00601;Alhandra;19412;;
PE;26;00708;Aliança;38261;;
TO;17;00350;Aliança do Tocantins;5565;;
BA;29;00900;Almadina;6062;;
TO;17;00400;Almas;7340;;
PA;15;00503;Almeirim;33282;;
MG;31;01706;Almenara;41552;;
RN;24;00604;Almino Afonso;4876;;
PR;41;00400;Almirante Tamandaré;114129;;
RS;43;00471;Almirante Tamandaré do Sul;2085;;
GO;52;00506;Aloândia;2075;;
MG;31;01805;Alpercata;7497;;
RS;43;00505;Alpestre;7533;;
MG;31;01904;Alpinópolis;19741;;
MT;51;00250;Alta Floresta;50082;;
RO;11;00015;Alta Floresta D'Oeste;25506;;
SP;35;00907;Altair;4085;;
PA;15;00602;Altamira;109938;;
MA;21;00402;Altamira do Maranhão;10210;;
PR;41;00459;Altamira do Paraná;3143;;
CE;23;00606;Altaneira;7413;;
MG;31;02001;Alterosa;14494;;
PE;26;00807;Altinho;22886;;
SP;35;01004;Altinópolis;16199;;
RR;14;00050;Alto Alegre;16053;;
SP;35;01103;Alto Alegre;4164;;
RS;43;00554;Alto Alegre;1815;;
MA;21;00436;Alto Alegre do Maranhão;26619;;
MA;21;00477;Alto Alegre do Pindaré;31303;;
RO;11;00379;Alto Alegre dos Parecis;13993;;
MT;51;00300;Alto Araguaia;17841;;
SC;42;00754;Alto Bela Vista;1977;;
MT;51;00359;Alto Boa Vista;6308;;
MG;31;02050;Alto Caparaó;5748;;
RN;24;00703;Alto do Rodrigues;14143;;
RS;43;00570;Alto Feliz;3032;;
MT;51;00409;Alto Garças;11383;;
GO;52;00555;Alto Horizonte;5629;;
MG;31;53509;Alto Jequitibá;8525;;
PI;22;00301;Alto Longá;14040;;
MT;51;00508;Alto Paraguai;10814;;
RO;11;00403;Alto Paraíso;20569;;
PR;41;28625;Alto Paraíso;3037;;
GO;52;00605;Alto Paraíso de Goiás;7454;;
PR;41;00608;Alto Paraná;14606;;
MA;21;00501;Alto Parnaíba;10979;;
PR;41;00707;Alto Piquiri;10253;;
MG;31;02100;Alto Rio Doce;11792;;
ES;32;00359;Alto Rio Novo;7979;;
CE;23;00705;Alto Santo;16927;;
MT;51;00607;Alto Taquari;9963;;
PR;41;00509;Altônia;21867;;
PI;22;00400;Altos;39795;;
SP;35;01152;Alumínio;18194;;
AM;13;00029;Alvarães;15729;;
MG;31;02209;Alvarenga;4245;;
SP;35;01202;Álvares Florence;3824;;
SP;35;01301;Álvares Machado;24733;;
SP;35;01400;Álvaro de Carvalho;5075;;
SP;35;01509;Alvinlândia;3182;;
MG;31;02308;Alvinópolis;15609;;
TO;17;00707;Alvorada;8526;;
RS;43;00604;Alvorada;207392;;
MG;31;02407;Alvorada de Minas;3669;;
PI;22;00459;Alvorada do Gurguéia;5303;;
GO;52;00803;Alvorada do Norte;8598;;
PR;41;00806;Alvorada do Sul;11148;;
RO;11;00346;Alvorada D'Oeste;16902;;
RR;14;00027;Amajari;11285;;
MS;50;00609;Amambai;38030;;
AP;16;00105;Amapá;8690;;
MA;21;00550;Amapá do Maranhão;6844;;
PR;41;00905;Amaporã;6019;;
PE;26;00906;Amaraji;22685;;
RS;43;00638;Amaral Ferrador;6817;;
GO;52;00829;Amaralina;3723;;
PI;22;00509;Amarante;17317;;
MA;21;00600;Amarante do Maranhão;40756;;
BA;29;01007;Amargosa;38041;;
AM;13;00060;Amaturá;11047;;
BA;29;01106;Amélia Rodrigues;26424;;
BA;29;01155;América Dourada;16781;;
SP;35;01608;Americana;231621;;
GO;52;00852;Americano do Brasil;5969;;
SP;35;01707;Américo Brasiliense;38701;;
SP;35;01806;Américo de Campos;5955;;
RS;43;00646;Ametista do Sul;7573;;
CE;23;00754;Amontada;42508;;
GO;52;00902;Amorinópolis;3447;;
PB;25;00734;Amparo;2229;;
SP;35;01905;Amparo;70742;;
SE;28;00100;Amparo de São Francisco;2382;;
MG;31;02506;Amparo do Serra;4947;;
PR;41;01002;Ampére;18740;;
AL;27;00201;Anadia;17832;;
BA;29;01205;Anagé;19824;;
PR;41;01051;Anahy;2908;;
PA;15;00701;Anajás;28012;;
MA;21;00709;Anajatuba;27125;;
SP;35;02002;Analândia;4789;;
AM;13;00086;Anamã;12653;;
TO;17;01002;Ananás;9798;;
PA;15;00800;Ananindeua;510834;;
GO;52;01108;Anápolis;370875;;
PA;15;00859;Anapu;26271;;
MA;21;00808;Anapurus;15499;;
MS;50;00708;Anastácio;24852;;
MS;50;00807;Anaurilândia;8885;;
ES;32;00409;Anchieta;28091;;
SC;42;00804;Anchieta;5909;;
BA;29;01304;Andaraí;13732;;
PR;41;01101;Andirá;20822;;
BA;29;01353;Andorinha;15551;;
MG;31;02605;Andradas;40407;;
SP;35;02101;Andradina;57300;;
RS;43;00661;André da Rocha;1300;;
MG;31;02803;Andrelândia;12507;;
SP;35;02200;Angatuba;24400;;
MG;31;02852;Angelândia;8502;;
MS;50;00856;Angélica;10304;;
PE;26;01003;Angelim;10965;;
SC;42;00903;Angelina;4998;;
BA;29;01403;Angical;14707;;
PI;22;00608;Angical do Piauí;6688;;
TO;17;01051;Angico;3401;;
RN;24;00802;Angicos;11908;;
RJ;33;00100;Angra dos Reis;191504;;
BA;29;01502;Anguera;11402;;
PR;41;01150;Ângulo;2969;;
GO;52;01207;Anhanguera;1115;;
SP;35;02309;Anhembi;6397;;
SP;35;02408;Anhumas;4026;;
GO;52;01306;Anicuns;21614;;
PI;22;00707;Anísio de Abreu;9655;;
SC;42;01000;Anita Garibaldi;7708;;
SC;42;01109;Anitápolis;3251;;
AM;13;00102;Anori;19749;;
RS;43;00703;Anta Gorda;6216;;
BA;29;01601;Antas;19382;;
PR;41;01200;Antonina;19418;;
CE;23;00804;Antonina do Norte;7253;;
PI;22;00806;Antônio Almeida;3109;;
BA;29;01700;Antônio Cardoso;12200;;
MG;31;02902;Antônio Carlos;11584;;
SC;42;01208;Antônio Carlos;8223;;
MG;31;03009;Antônio Dias;9660;;
BA;29;01809;Antônio Gonçalves;11989;;
MS;50;00906;Antônio João;8744;;
RN;24;00901;Antônio Martins;7221;;
PR;41;01309;Antônio Olinto;7582;;
RS;43;00802;Antônio Prado;13296;;
MG;31;03108;Antônio Prado de Minas;1670;;
PB;25;00775;Aparecida;8348;;
SP;35;02507;Aparecida;36248;;
GO;52;01405;Aparecida de Goiânia;532135;;
GO;52;01454;Aparecida do Rio Doce;2514;;
TO;17;01101;Aparecida do Rio Negro;4672;;
MS;50;01003;Aparecida do Taboado;24745;;
SP;35;02606;Aparecida d'Oeste;4362;;
RJ;33;00159;Aperibé;11160;;
ES;32;00508;Apiacá;7928;;
MT;51;00805;Apiacás;9551;;
SP;35;02705;Apiaí;25077;;
MA;21;00832;Apicum-Açu;18169;;
SC;42;01257;Apiúna;10432;;
RN;24;01008;Apodi;36257;;
BA;29;01908;Aporá;19223;;
GO;52;01504;Aporé;4110;;
BA;29;01957;Apuarema;7745;;
PR;41;01408;Apucarana;131571;;
AM;13;00144;Apuí;21031;;
CE;23;00903;Apuiarés;14644;;
SE;28;00209;Aquidabã;21452;;
MS;50;01102;Aquidauana;47323;;
CE;23;01000;Aquiraz;78438;;
SC;42;01273;Arabutã;4278;;
PB;25;00809;Araçagi;17061;;
MG;31;03207;Araçaí;2361;;
SE;28;00308;Aracaju;641523;;
SP;35;02754;Araçariguama;20581;;
BA;29;02054;Araças;12495;;
CE;23;01109;Aracati;73188;;
BA;29;02005;Aracatu;14023;;
SP;35;02804;Araçatuba;193828;;
BA;29;02104;Araci;55637;;
MG;31;03306;Aracitaba;2112;;
CE;23;01208;Aracoiaba;26203;;
PE;26;01052;Araçoiaba;20046;;
SP;35;02903;Araçoiaba da Serra;31915;;
ES;32;00607;Aracruz;96746;;
GO;52;01603;Araçu;3753;;
MG;31;03405;Araçuaí;37317;;
GO;52;01702;Aragarças;19736;;
GO;52;01801;Aragoiânia;9607;;
TO;17;01309;Aragominas;5887;;
TO;17;01903;Araguacema;6934;;
TO;17;02000;Araguaçu;8734;;
MT;51;01001;Araguaiana;3059;;
TO;17;02109;Araguaína;173112;;
MT;51;01209;Araguainha;953;;
TO;17;02158;Araguanã;5581;;
MA;21;00873;Araguanã;15182;;
GO;52;02155;Araguapaz;7841;;
MG;31;03504;Araguari;116871;;
TO;17;02208;Araguatins;34810;;
MA;21;00907;Araioses;45680;;
MS;50;01243;Aral Moreira;11586;;
BA;29;02203;Aramari;11385;;
RS;43;00851;Arambaré;3755;;
MA;21;00956;Arame;32083;;
SP;35;03000;Aramina;5519;;
SP;35;03109;Arandu;6360;;
MG;31;03603;Arantina;2877;;
SP;35;03158;Arapeí;2516;;
AL;27;00300;Arapiraca;232671;;
TO;17;02307;Arapoema;6777;;
MG;31;03702;Araponga;8523;;
PR;41;01507;Arapongas;116960;;
MG;31;03751;Araporã;6717;;
PR;41;01606;Arapoti;27728;;
MG;31;03801;Arapuá;2879;;
PR;41;01655;Arapuã;3384;;
MT;51;01258;Araputanga;16109;;
SC;42;01307;Araquari;33867;;
PB;25;00908;Arara;13448;;
SC;42;01406;Araranguá;66442;;
SP;35;03208;Araraquara;228664;;
SP;35;03307;Araras;130102;;
CE;23;01257;Ararendá;10800;;
MA;21;01004;Arari;29297;;
RS;43;00877;Araricá;5349;;
CE;23;01307;Araripe;21345;;
PE;26;01102;Araripina;83287;;
RJ;33;00209;Araruama;124940;;
PB;25;01005;Araruna;20237;;
PR;41;01705;Araruna;14056;;
BA;29;02252;Arataca;11697;;
RS;43;00901;Aratiba;6621;;
CE;23;01406;Aratuba;11300;;
BA;29;02302;Aratuípe;9150;;
SE;28;00407;Arauá;10467;;
PR;41;01804;Araucária;135459;;
MG;31;03900;Araújos;8885;;
MG;31;04007;Araxá;103287;;
MG;31;04106;Arceburgo;10478;;
SP;35;03356;Arco-Íris;1873;;
MG;31;04205;Arcos;39537;;
PE;26;01201;Arcoverde;73154;;
MG;31;04304;Areado;14851;;
RJ;33;00225;Areal;12058;;
SP;35;03406;Arealva;8402;;
PB;25;01104;Areia;22940;;
RN;24;01107;Areia Branca;27176;;
SE;28;00506;Areia Branca;18329;;
PB;25;01153;Areia de Baraúnas;2137;;
PB;25;01203;Areial;6938;;
SP;35;03505;Areias;3869;;
SP;35;03604;Areiópolis;11078;;
MT;51;01308;Arenápolis;9576;;
GO;52;02353;Arenópolis;3011;;
RN;24;01206;Arês;14176;;
MG;31;04403;Argirita;2874;;
MG;31;04452;Aricanduva;5156;;
MG;31;04502;Arinos;18232;;
MT;51;01407;Aripuanã;21011;;
RO;11;00023;Ariquemes;105896;;
SP;35;03703;Ariranha;9365;;
PR;41;01853;Ariranha do Ivaí;2330;;
RJ;33;00233;Armação dos Búzios;31674;;
SC;42;01505;Armazém;8431;;
CE;23;01505;Arneiroz;7774;;
PI;22;00905;Aroazes;5755;;
PB;25;01302;Aroeiras;19178;;
PI;22;00954;Aroeiras do Itaim;2460;;
PI;22;01002;Arraial;4662;;
RJ;33;00258;Arraial do Cabo;29077;;
TO;17;02406;Arraias;10752;;
RS;43;01008;Arroio do Meio;20162;;
RS;43;01073;Arroio do Padre;2895;;
RS;43;01057;Arroio do Sal;8921;;
RS;43;01206;Arroio do Tigre;13353;;
RS;43;01107;Arroio dos Ratos;14227;;
RS;43;01305;Arroio Grande;18935;;
SC;42;01604;Arroio Trinta;3564;;
SP;35;03802;Artur Nogueira;51126;;
GO;52;02502;Aruanã;8945;;
SP;35;03901;Arujá;85199;;
SC;42;01653;Arvoredo;2266;;
RS;43;01404;Arvorezinha;10605;;
SC;42;01703;Ascurra;7829;;
SP;35;03950;Aspásia;1845;;
PR;41;01903;Assaí;16104;;
CE;23;01604;Assaré;23191;;
SP;35;04008;Assis;102268;;
AC;12;00054;Assis Brasil;6863;;
PR;41;02000;Assis Chateaubriand;34046;;
PB;25;01351;Assunção;3876;;
PI;22;01051;Assunção do Piauí;7703;;
MG;31;04601;Astolfo Dutra;14030;;
PR;41;02109;Astorga;26087;;
AL;27;00409;Atalaia;47528;;
PR;41;02208;Atalaia;4002;;
AM;13;00201;Atalaia do Norte;18599;;
SC;42;01802;Atalanta;3268;;
MG;31;04700;Ataléia;13897;;
SP;35;04107;Atibaia;138449;;
ES;32;00706;Atilio Vivacqua;11335;;
TO;17;02554;Augustinópolis;17861;;
PA;15;00909;Augusto Corrêa;44227;;
MG;31;04809;Augusto de Lima;5032;;
RS;43;01503;Augusto Pestana;7117;;
RN;24;01305;Augusto Severo;9742;;
RS;43;01552;Áurea;3725;;
BA;29;02401;Aurelino Leal;12891;;
SP;35;04206;Auriflama;15024;;
GO;52;02601;Aurilândia;3465;;
CE;23;01703;Aurora;24548;;
SC;42;01901;Aurora;5681;;
PA;15;00958;Aurora do Pará;29991;;
TO;17;02703;Aurora do Tocantins;3709;;
AM;13;00300;Autazes;37752;;
SP;35;04305;Avaí;5306;;
SP;35;04404;Avanhandava;12918;;
SP;35;04503;Avaré;88938;;
PA;15;01006;Aveiro;15950;;
PI;22;01101;Avelino Lopes;11471;;
GO;52;02809;Avelinópolis;2496;;
MA;21;01103;Axixá;11915;;
TO;17;02901;Axixá do Tocantins;9741;;
TO;17;03008;Babaçulândia;10744;;
MA;21;01202;Bacabal;103020;;
MA;21;01251;Bacabeira;16812;;
MA;21;01301;Bacuri;17388;;
MA;21;01350;Bacurituba;5544;;
SP;35;04602;Bady Bassitt;16604;;
MG;31;04908;Baependi;19252;;
RS;43;01602;Bagé;121986;;
PA;15;01105;Bagre;29065;;
PB;25;01401;Baía da Traição;8951;;
RN;24;01404;Baía Formosa;9247;;
BA;29;02500;Baianópolis;14262;;
PA;15;01204;Baião;44956;;
BA;29;02609;Baixa Grande;21393;;
PI;22;01150;Baixa Grande do Ribeiro;11302;;
CE;23;01802;Baixio;6214;;
ES;32;00805;Baixo Guandu;31633;;
SP;35;04701;Balbinos;5006;;
MG;31;05004;Baldim;8061;;
GO;52;03104;Baliza;4562;;
SC;42;01950;Balneário Arroio do Silva;11982;;
SC;42;02057;Balneário Barra do Sul;10073;;
SC;42;02008;Balneário Camboriú;131727;;
SC;42;02073;Balneário Gaivota;10128;;
SC;42;12809;Balneário Piçarras;21253;;
RS;43;01636;Balneário Pinhal;12493;;
SC;42;20000;Balneário Rincão;12212;;
PR;41;02307;Balsa Nova;12471;;
SP;35;04800;Bálsamo;8841;;
MA;21;01400;Balsas;93511;;
MG;31;05103;Bambuí;23936;;
CE;23;01851;Banabuiú;17968;;
SP;35;04909;Bananal;10821;;
PB;25;01500;Bananeiras;21195;;
MG;31;05202;Bandeira;5001;;
MG;31;05301;Bandeira do Sul;5708;;
SC;42;02081;Bandeirante;2779;;
PR;41;02406;Bandeirantes;32562;;
MS;50;01508;Bandeirantes;6783;;
TO;17;03057;Bandeirantes do Tocantins;3460;;
PA;15;01253;Bannach;3233;;
BA;29;02658;Banzaê;13738;;
RS;43;01651;Barão;6086;;
SP;35;05005;Barão de Antonina;3380;;
MG;31;05400;Barão de Cocais;31628;;
RS;43;01701;Barão de Cotegipe;6759;;
MA;21;01509;Barão de Grajaú;18496;;
MT;51;01605;Barão de Melgaço;7886;;
MG;31;05509;Barão de Monte Alto;5676;;
RS;43;01750;Barão do Triunfo;7415;;
RN;24;01453;Baraúna;27667;;
PB;25;01534;Baraúna;4843;;
MG;31;05608;Barbacena;135829;;
CE;23;01901;Barbalha;59343;;
SP;35;05104;Barbosa;7190;;
PR;41;02505;Barbosa Ferraz;12393;;
PA;15;01303;Barcarena;118537;;
RN;24;01503;Barcelona;4065;;
AM;13;00409;Barcelos;27589;;
SP;35;05203;Bariri;34328;;
BA;29;02708;Barra;54563;;
SP;35;05302;Barra Bonita;36326;;
SC;42;02099;Barra Bonita;1764;;
BA;29;02807;Barra da Estiva;22232;;
PI;22;01176;Barra D'Alcântara;3888;;
PE;26;01300;Barra de Guabiraba;14091;;
PB;25;01609;Barra de Santa Rosa;15286;;
PB;25;01575;Barra de Santana;8245;;
AL;27;00508;Barra de Santo Antônio;15909;;
ES;32;00904;Barra de São Francisco;44946;;
PB;25;01708;Barra de São Miguel;5943;;
AL;27;00607;Barra de São Miguel;8336;;
MT;51;01704;Barra do Bugres;33334;;
SP;35;05351;Barra do Chapéu;5619;;
BA;29;02906;Barra do Choça;34421;;
MA;21;01608;Barra do Corda;86662;;
MT;51;01803;Barra do Garças;58690;;
RS;43;01859;Barra do Guarita;3245;;
PR;41;02703;Barra do Jacaré;2825;;
BA;29;03003;Barra do Mendes;14570;;
TO;17;03073;Barra do Ouro;4503;;
RJ;33;00308;Barra do Piraí;97152;;
RS;43;01875;Barra do Quaraí;4212;;
RS;43;01909;Barra do Ribeiro;13316;;
RS;43;01925;Barra do Rio Azul;1933;;
BA;29;03102;Barra do Rocha;6338;;
SP;35;05401;Barra do Turvo;7804;;
SE;28;00605;Barra dos Coqueiros;29248;;
RS;43;01958;Barra Funda;2507;;
MG;31;05707;Barra Longa;5710;;
RJ;33;00407;Barra Mansa;180126;;
SC;42;02107;Barra Velha;27080;;
PR;41;02604;Barracão;10273;;
RS;43;01800;Barracão;5479;;
PI;22;01200;Barras;46189;;
CE;23;01950;Barreira;20835;;
BA;29;03201;Barreiras;155519;;
PI;22;01309;Barreiras do Piauí;3291;;
AM;13;00508;Barreirinha;31105;;
MA;21;01707;Barreirinhas;61621(2);;
PE;26;01409;Barreiros;42331;;
SP;35;05500;Barretos;119948;;
SP;35;05609;Barrinha;31579;;
CE;23;02008;Barro;22361;;
BA;29;03235;Barro Alto;15093;;
GO;52;03203;Barro Alto;10235;;
PI;22;01408;Barro Duro;6930;;
BA;29;03300;Barro Preto;6367;;
BA;29;03276;Barrocas;16167;;
TO;17;03107;Barrolândia;5622;;
CE;23;02057;Barroquinha;14854;;
RS;43;02006;Barros Cassal;11484;;
MG;31;05905;Barroso;20790;;
SP;35;05708;Barueri;264935;;
SP;35;05807;Bastos;21070;;
MS;50;01904;Bataguassu;22084;;
PI;22;01507;Batalha;26379;;
AL;27;00706;Batalha;18631;;
SP;35;05906;Batatais;61040;;
MS;50;02001;Batayporã;11228;;
CE;23;02107;Baturité;35154;;
SP;35;06003;Bauru;369368;;
PB;25;01807;Bayeux;96583;;
SP;35;06102;Bebedouro;77695;;
CE;23;02206;Beberibe;52719;;
CE;23;02305;Bela Cruz;32243;;
MS;50;02100;Bela Vista;24223;;
PR;41;02752;Bela Vista da Caroba;3811;;
GO;52;03302;Bela Vista de Goiás;28077;;
MG;31;06002;Bela Vista de Minas;10399;;
MA;21;01772;Bela Vista do Maranhão;11020;;
PR;41;02802;Bela Vista do Paraíso;15634;;
PI;22;01556;Bela Vista do Piauí;3934;;
SC;42;02131;Bela Vista do Toldo;6276;;
MA;21;01731;Belágua;7350;;
PA;15;01402;Belém;1446042;;
PB;25;01906;Belém;17640;;
AL;27;00805;Belém;4517;;
PE;26;01508;Belém de Maria;11941;;
PB;25;02003;Belém do Brejo do Cruz;7334;;
PI;22;01572;Belém do Piauí;3485;;
PE;26;01607;Belém do São Francisco;20672;;
RJ;33;00456;Belford Roxo;494141;;
MG;31;06101;Belmiro Braga;3502;;
BA;29;03409;Belmonte;23891;;
SC;42;02156;Belmonte;2705;;
BA;29;03508;Belo Campo;18312;;
MG;31;06200;Belo Horizonte;2513451;;
PE;26;01706;Belo Jardim;75729;;
AL;27;00904;Belo Monte;6786;;
MG;31;06309;Belo Oriente;25895;;
MG;31;06408;Belo Vale;7829;;
PA;15;01451;Belterra;17145;;
PI;22;01606;Beneditinos;10032;;
MA;21;01806;Benedito Leite;5524;;
SC;42;02206;Benedito Novo;11297;;
PA;15;01501;Benevides;59836;;
AM;13;00607;Benjamin Constant;40417;;
RS;43;02055;Benjamin Constant do Sul;2245;;
SP;35;06201;Bento de Abreu;2902;;
RN;24;01602;Bento Fernandes;5493;;
RS;43;02105;Bento Gonçalves;114203;;
MA;21;01905;Bequimão;20867;;
MG;31;06507;Berilo;12394;;
MG;31;06655;Berizal;4691;;
PB;25;02052;Bernardino Batista;3398;;
SP;35;06300;Bernardino de Campos;11169;;
MA;21;01939;Bernardo do Mearim;5938;;
TO;17;03206;Bernardo Sayão;4525;;
SP;35;06359;Bertioga;57942;;
PI;22;01705;Bertolínia;5408;;
MG;31;06606;Bertópolis;4671;;
AM;13;00631;Beruri;18579;;
PE;26;01805;Betânia;12589;;
PI;22;01739;Betânia do Piauí;6102;;
MG;31;06705;Betim;422354;;
PE;26;01904;Bezerros;60469;;
MG;31;06804;Bias Fortes;3648;;
MG;31;06903;Bicas;14481;;
SC;42;02305;Biguaçu;65528;;
SP;35;06409;Bilac;7761;;
MG;31;07000;Biquinhas;2630;;
SP;35;06508;Birigui;119536;;
SP;35;06607;Biritiba-Mirim;31479;;
BA;29;03607;Biritinga;16628;;
PR;41;02901;Bituruna;16511;;
SC;42;02404;Blumenau;343715;;
MG;31;07109;Boa Esperança;40412;;
ES;32;01001;Boa Esperança;15390;;
PR;41;03008;Boa Esperança;4438;;
PR;41;03024;Boa Esperança do Iguaçu;2694;;
SP;35;06706;Boa Esperança do Sul;14638;;
PI;22;01770;Boa Hora;6633;;
BA;29;03706;Boa Nova;14314;;
PB;25;02102;Boa Ventura;5410;;
PR;41;03040;Boa Ventura de São Roque;6674;;
CE;23;02404;Boa Viagem;53945;;
RR;14;00100;Boa Vista;326419;;
PB;25;02151;Boa Vista;6986;;
PR;41;03057;Boa Vista da Aparecida;7939;;
RS;43;02154;Boa Vista das Missões;2168;;
RS;43;02204;Boa Vista do Buricá;6822;;
RS;43;02220;Boa Vista do Cadeado;2524;;
MA;21;01970;Boa Vista do Gurupi;9164;;
RS;43;02238;Boa Vista do Incra;2569;;
AM;13;00680;Boa Vista do Ramos;18080;;
RS;43;02253;Boa Vista do Sul;2859;;
BA;29;03805;Boa Vista do Tupim;19516;;
AL;27;01001;Boca da Mata;27498;;
AM;13;00706;Boca do Acre;33840;;
PI;22;01804;Bocaina;4440;;
SP;35;06805;Bocaina;11926;;
MG;31;07208;Bocaina de Minas;5180;;
SC;42;02438;Bocaina do Sul;3440;;
MG;31;07307;Bocaiúva;49891;;
PR;41;03107;Bocaiúva do Sul;12320;;
RN;24;01651;Bodó;2332;;
PE;26;02001;Bodocó;37571;;
MS;50;02159;Bodoquena;7859;;
SP;35;06904;Bofete;11059;;
SP;35;07001;Boituva;56830;;
PE;26;02100;Bom Conselho;47991;;
MG;31;07406;Bom Despacho;49650;;
MA;21;02002;Bom Jardim;40898;;
PE;26;02209;Bom Jardim;38976;;
RJ;33;00506;Bom Jardim;26424;;
SC;42;02503;Bom Jardim da Serra;4663;;
GO;52;03401;Bom Jardim de Goiás;8862;;
MG;31;07505;Bom Jardim de Minas;6648;;
PI;22;01903;Bom Jesus;24532;;
RN;24;01701;Bom Jesus;10185;;
PB;25;02201;Bom Jesus;2550;;
SC;42;02537;Bom Jesus;2870;;
RS;43;02303;Bom Jesus;11784;;
BA;29;03904;Bom Jesus da Lapa;70090;;
MG;31;07604;Bom Jesus da Penha;4177;;
BA;29;03953;Bom Jesus da Serra;10515;;
MA;21;02036;Bom Jesus das Selvas;33615;;
